_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
14571,2021Q3,S92000003,d,S08000016,Upper GI,"",5,"",5,""
14572,2021Q3,S92000003,d,S08000017,Upper GI,"",12,"",10,""
14573,2021Q3,S92000003,d,S08000019,Upper GI,"",15,"",14,""
14574,2021Q3,S92000003,d,S08000020,Upper GI,"",43,"",42,""
14575,2021Q3,S92000003,d,S08000022,Upper GI,"",29,"",28,""
14576,2021Q3,S92000003,d,S08000024,Upper GI,"",98,"",93,""
14577,2021Q3,S92000003,d,S08000025,Upper GI,"",1,"",1,""
14578,2021Q3,S92000003,d,S08000026,Upper GI,"",5,"",5,""
14579,2021Q3,S92000003,d,S08000028,Upper GI,"",5,"",4,""
14580,2021Q3,S92000003,d,S08000029,Upper GI,"",18,"",17,""
14581,2021Q3,S92000003,d,S08000030,Upper GI,"",33,"",32,""
14582,2021Q3,S92000003,d,S08000031,Upper GI,"",133,"",97,""
14583,2021Q3,S92000003,d,S08000032,Upper GI,"",36,"",32,""
14584,2021Q3,S08000015,"",S08000015,Urological,"",28,"",28,""
14585,2021Q3,S08000015,"",S08000031,Urological,"",4,"",3,""
14586,2021Q3,S08000016,"",S08000016,Urological,"",13,"",13,""
14587,2021Q3,S08000016,"",S08000024,Urological,"",5,"",3,""
14588,2021Q3,S08000017,"",S08000017,Urological,"",12,"",7,""
14589,2021Q3,S08000017,"",S08000024,Urological,"",4,"",0,""
14590,2021Q3,S08000019,"",S08000019,Urological,"",39,"",32,""
14591,2021Q3,S08000019,"",S08000031,Urological,"",2,"",0,""
14592,2021Q3,S08000020,"",S08000020,Urological,"",70,"",49,""
14593,2021Q3,S08000020,"",S08000025,Urological,"",1,"",1,""
14594,2021Q3,S08000022,"",S08000020,Urological,"",4,"",0,""
14595,2021Q3,S08000022,"",S08000022,Urological,"",66,"",46,""
14596,2021Q3,S08000022,"",S08000024,Urological,"",4,"",0,""
14597,2021Q3,S08000024,"",S08000024,Urological,"",113,"",58,""
14598,2021Q3,S08000025,"",S08000020,Urological,"",1,"",0,""
14599,2021Q3,S08000026,"",S08000020,Urological,"",1,"",0,""
14600,2021Q3,S08000026,"",S08000026,Urological,"",2,"",2,""
14601,2021Q3,S08000028,"",S08000020,Urological,"",1,"",0,""
14602,2021Q3,S08000028,"",S08000022,Urological,"",3,"",0,""
14603,2021Q3,S08000028,"",S08000028,Urological,"",6,"",3,""
14604,2021Q3,S08000029,"",S08000024,Urological,"",5,"",2,""
14605,2021Q3,S08000029,"",S08000029,Urological,"",40,"",32,""
14606,2021Q3,S08000030,"",S08000030,Urological,"",44,"",38,""
14607,2021Q3,S08000031,"",S08000024,Urological,"",1,"",1,""
14608,2021Q3,S08000031,"",S08000031,Urological,"",187,"",118,""
14609,2021Q3,S08000032,"",S08000031,Urological,"",5,"",0,""
14610,2021Q3,S08000032,"",S08000032,Urological,"",33,"",23,""
14611,2021Q3,S92000003,d,S08000015,Urological,"",28,"",28,""
14612,2021Q3,S92000003,d,S08000016,Urological,"",13,"",13,""
14613,2021Q3,S92000003,d,S08000017,Urological,"",12,"",7,""
14614,2021Q3,S92000003,d,S08000019,Urological,"",39,"",32,""
14615,2021Q3,S92000003,d,S08000020,Urological,"",77,"",49,""
14616,2021Q3,S92000003,d,S08000022,Urological,"",69,"",46,""
14617,2021Q3,S92000003,d,S08000024,Urological,"",132,"",64,""
14618,2021Q3,S92000003,d,S08000025,Urological,"",1,"",1,""
14619,2021Q3,S92000003,d,S08000026,Urological,"",2,"",2,""
14620,2021Q3,S92000003,d,S08000028,Urological,"",6,"",3,""
14621,2021Q3,S92000003,d,S08000029,Urological,"",40,"",32,""
14622,2021Q3,S92000003,d,S08000030,Urological,"",44,"",38,""
14623,2021Q3,S92000003,d,S08000031,Urological,"",198,"",121,""
14624,2021Q3,S92000003,d,S08000032,Urological,"",33,"",23,""
14625,2021Q4,S08000015,"",S08000015,All Cancer Types,d,243,"",188,""
14626,2021Q4,S08000015,"",S08000017,All Cancer Types,d,3,"",2,""
14627,2021Q4,S08000015,"",S08000031,All Cancer Types,d,28,"",16,""
14628,2021Q4,S08000016,"",S08000016,All Cancer Types,d,70,"",67,""
14629,2021Q4,S08000016,"",S08000024,All Cancer Types,d,17,"",14,""
14630,2021Q4,S08000017,"",S08000017,All Cancer Types,d,94,"",79,""
14631,2021Q4,S08000017,"",S08000024,All Cancer Types,d,13,"",11,""
14632,2021Q4,S08000017,"",S08000031,All Cancer Types,d,2,"",1,""
14633,2021Q4,S08000017,"",SB0801,All Cancer Types,d,4,"",4,""
14634,2021Q4,S08000019,"",S08000019,All Cancer Types,d,241,"",202,""
14635,2021Q4,S08000019,"",S08000024,All Cancer Types,d,2,"",2,""
14636,2021Q4,S08000019,"",S08000031,All Cancer Types,d,35,"",16,""
14637,2021Q4,S08000019,"",S08000032,All Cancer Types,d,3,"",3,""
14638,2021Q4,S08000019,"",SB0801,All Cancer Types,d,4,"",0,""
14639,2021Q4,S08000020,"",S08000020,All Cancer Types,d,393,"",290,""
14640,2021Q4,S08000020,"",S08000025,All Cancer Types,d,1,"",1,""
14641,2021Q4,S08000020,"",S08000031,All Cancer Types,d,1,"",0,""
14642,2021Q4,S08000020,"",SB0801,All Cancer Types,d,2,"",1,""
14643,2021Q4,S08000022,"",S08000020,All Cancer Types,d,9,"",2,""
14644,2021Q4,S08000022,"",S08000022,All Cancer Types,d,257,"",221,""
14645,2021Q4,S08000022,"",S08000024,All Cancer Types,d,1,"",0,""
14646,2021Q4,S08000022,"",S08000030,All Cancer Types,d,1,"",1,""
14647,2021Q4,S08000022,"",S08000031,All Cancer Types,d,6,"",5,""
14648,2021Q4,S08000022,"",SB0801,All Cancer Types,d,3,"",3,""
14649,2021Q4,S08000024,"",S08000015,All Cancer Types,d,1,"",1,""
14650,2021Q4,S08000024,"",S08000016,All Cancer Types,d,1,"",1,""
14651,2021Q4,S08000024,"",S08000019,All Cancer Types,d,4,"",4,""
14652,2021Q4,S08000024,"",S08000024,All Cancer Types,d,720,"",607,""
14653,2021Q4,S08000024,"",S08000029,All Cancer Types,d,2,"",2,""
14654,2021Q4,S08000024,"",S08000032,All Cancer Types,d,2,"",2,""
14655,2021Q4,S08000025,"",S08000020,All Cancer Types,d,3,"",1,""
14656,2021Q4,S08000025,"",S08000025,All Cancer Types,d,8,"",5,""
14657,2021Q4,S08000026,"",S08000020,All Cancer Types,d,2,"",2,""
14658,2021Q4,S08000026,"",S08000026,All Cancer Types,d,14,"",13,""
14659,2021Q4,S08000028,"",S08000022,All Cancer Types,d,14,"",14,""
14660,2021Q4,S08000028,"",S08000028,All Cancer Types,d,14,"",11,""
14661,2021Q4,S08000028,"",S08000031,All Cancer Types,d,3,"",2,""
14662,2021Q4,S08000029,"",S08000024,All Cancer Types,d,36,"",19,""
14663,2021Q4,S08000029,"",S08000029,All Cancer Types,d,178,"",158,""
14664,2021Q4,S08000029,"",S08000030,All Cancer Types,d,6,"",4,""
14665,2021Q4,S08000030,"",S08000020,All Cancer Types,d,2,"",2,""
14666,2021Q4,S08000030,"",S08000024,All Cancer Types,d,3,"",3,""
14667,2021Q4,S08000030,"",S08000030,All Cancer Types,d,230,"",204,""
14668,2021Q4,S08000031,"",S08000015,All Cancer Types,d,2,"",2,""
14669,2021Q4,S08000031,"",S08000031,All Cancer Types,d,1050,"",764,""
14670,2021Q4,S08000031,"",S08000032,All Cancer Types,d,29,"",22,""
14671,2021Q4,S08000031,"",SB0801,All Cancer Types,d,27,"",14,""
14672,2021Q4,S08000032,"",S08000024,All Cancer Types,d,2,"",2,""
14673,2021Q4,S08000032,"",S08000031,All Cancer Types,d,42,"",33,""
14674,2021Q4,S08000032,"",S08000032,All Cancer Types,d,312,"",255,""
14675,2021Q4,S08000032,"",SB0801,All Cancer Types,d,3,"",3,""
14676,2021Q4,S92000003,d,S08000015,All Cancer Types,d,246,"",191,""
14677,2021Q4,S92000003,d,S08000016,All Cancer Types,d,71,"",68,""
14678,2021Q4,S92000003,d,S08000017,All Cancer Types,d,97,"",81,""
14679,2021Q4,S92000003,d,S08000019,All Cancer Types,d,245,"",206,""
14680,2021Q4,S92000003,d,S08000020,All Cancer Types,d,409,"",297,""
14681,2021Q4,S92000003,d,S08000022,All Cancer Types,d,271,"",235,""
14682,2021Q4,S92000003,d,S08000024,All Cancer Types,d,794,"",658,""
14683,2021Q4,S92000003,d,S08000025,All Cancer Types,d,9,"",6,""
14684,2021Q4,S92000003,d,S08000026,All Cancer Types,d,14,"",13,""
14685,2021Q4,S92000003,d,S08000028,All Cancer Types,d,14,"",11,""
14686,2021Q4,S92000003,d,S08000029,All Cancer Types,d,180,"",160,""
14687,2021Q4,S92000003,d,S08000030,All Cancer Types,d,237,"",209,""
14688,2021Q4,S92000003,d,S08000031,All Cancer Types,d,1167,"",837,""
14689,2021Q4,S92000003,d,S08000032,All Cancer Types,d,346,"",282,""
14690,2021Q4,S92000003,d,SB0801,All Cancer Types,d,43,"",25,""
14691,2021Q4,S08000015,"",S08000015,Breast,"",99,"",55,""
14692,2021Q4,S08000015,"",S08000017,Breast,"",3,"",2,""
14693,2021Q4,S08000016,"",S08000016,Breast,"",16,"",16,""
14694,2021Q4,S08000016,"",S08000024,Breast,"",1,"",1,""
14695,2021Q4,S08000017,"",S08000017,Breast,"",17,"",17,""
14696,2021Q4,S08000017,"",S08000024,Breast,"",1,"",0,""
14697,2021Q4,S08000019,"",S08000019,Breast,"",46,"",46,""
14698,2021Q4,S08000020,"",S08000020,Breast,"",123,"",101,""
14699,2021Q4,S08000022,"",S08000022,Breast,"",58,"",54,""
14700,2021Q4,S08000022,"",S08000031,Breast,"",1,"",1,""
14701,2021Q4,S08000024,"",S08000015,Breast,"",1,"",1,""
14702,2021Q4,S08000024,"",S08000016,Breast,"",1,"",1,""
14703,2021Q4,S08000024,"",S08000019,Breast,"",4,"",4,""
14704,2021Q4,S08000024,"",S08000024,Breast,"",247,"",247,""
14705,2021Q4,S08000024,"",S08000029,Breast,"",2,"",2,""
14706,2021Q4,S08000026,"",S08000026,Breast,"",4,"",4,""
14707,2021Q4,S08000029,"",S08000024,Breast,"",3,"",3,""
14708,2021Q4,S08000029,"",S08000029,Breast,"",40,"",37,""
14709,2021Q4,S08000030,"",S08000030,Breast,"",71,"",67,""
14710,2021Q4,S08000031,"",S08000031,Breast,"",258,"",234,""
14711,2021Q4,S08000031,"",S08000032,Breast,"",29,"",22,""
14712,2021Q4,S08000032,"",S08000032,Breast,"",58,"",54,""
14713,2021Q4,S92000003,d,S08000015,Breast,"",100,"",56,""
14714,2021Q4,S92000003,d,S08000016,Breast,"",17,"",17,""
14715,2021Q4,S92000003,d,S08000017,Breast,"",20,"",19,""
14716,2021Q4,S92000003,d,S08000019,Breast,"",50,"",50,""
14717,2021Q4,S92000003,d,S08000020,Breast,"",123,"",101,""
14718,2021Q4,S92000003,d,S08000022,Breast,"",58,"",54,""
14719,2021Q4,S92000003,d,S08000024,Breast,"",252,"",251,""
14720,2021Q4,S92000003,d,S08000026,Breast,"",4,"",4,""
14721,2021Q4,S92000003,d,S08000029,Breast,"",42,"",39,""
14722,2021Q4,S92000003,d,S08000030,Breast,"",71,"",67,""
14723,2021Q4,S92000003,d,S08000031,Breast,"",259,"",235,""
14724,2021Q4,S92000003,d,S08000032,Breast,"",87,"",76,""
14725,2021Q4,S08000016,"",S08000016,Cervical,"",1,"",1,""
14726,2021Q4,S08000019,"",S08000019,Cervical,"",1,"",1,""
14727,2021Q4,S08000019,"",S08000031,Cervical,"",1,"",1,""
14728,2021Q4,S08000020,"",S08000020,Cervical,"",4,"",3,""
14729,2021Q4,S08000024,"",S08000024,Cervical,"",6,"",4,""
14730,2021Q4,S08000029,"",S08000024,Cervical,"",1,"",0,""
14731,2021Q4,S08000030,"",S08000030,Cervical,"",4,"",4,""
14732,2021Q4,S08000031,"",S08000031,Cervical,"",3,"",3,""
14733,2021Q4,S08000032,"",S08000031,Cervical,"",2,"",2,""
14734,2021Q4,S08000032,"",S08000032,Cervical,"",1,"",1,""
14735,2021Q4,S92000003,d,S08000016,Cervical,"",1,"",1,""
14736,2021Q4,S92000003,d,S08000019,Cervical,"",1,"",1,""
14737,2021Q4,S92000003,d,S08000020,Cervical,"",4,"",3,""
14738,2021Q4,S92000003,d,S08000024,Cervical,"",7,"",4,""
14739,2021Q4,S92000003,d,S08000030,Cervical,"",4,"",4,""
14740,2021Q4,S92000003,d,S08000031,Cervical,"",6,"",6,""
14741,2021Q4,S92000003,d,S08000032,Cervical,"",1,"",1,""
14742,2021Q4,S08000015,"",S08000015,Colorectal,"",38,"",34,""
14743,2021Q4,S08000015,"",S08000031,Colorectal,"",4,"",0,""
14744,2021Q4,S08000016,"",S08000016,Colorectal,"",21,"",19,""
14745,2021Q4,S08000016,"",S08000024,Colorectal,"",2,"",2,""
14746,2021Q4,S08000017,"",S08000017,Colorectal,"",17,"",12,""
14747,2021Q4,S08000017,"",S08000024,Colorectal,"",1,"",1,""
14748,2021Q4,S08000019,"",S08000019,Colorectal,"",33,"",22,""
14749,2021Q4,S08000019,"",S08000031,Colorectal,"",4,"",1,""
14750,2021Q4,S08000020,"",S08000020,Colorectal,"",75,"",41,""
14751,2021Q4,S08000020,"",S08000031,Colorectal,"",1,"",0,""
14752,2021Q4,S08000020,"",SB0801,Colorectal,"",2,"",1,""
14753,2021Q4,S08000022,"",S08000022,Colorectal,"",49,"",39,""
14754,2021Q4,S08000022,"",S08000031,Colorectal,"",2,"",2,""
14755,2021Q4,S08000024,"",S08000024,Colorectal,"",116,"",85,""
14756,2021Q4,S08000025,"",S08000025,Colorectal,"",1,"",0,""
14757,2021Q4,S08000026,"",S08000026,Colorectal,"",1,"",1,""
14758,2021Q4,S08000028,"",S08000022,Colorectal,"",5,"",5,""
14759,2021Q4,S08000028,"",S08000028,Colorectal,"",5,"",4,""
14760,2021Q4,S08000029,"",S08000024,Colorectal,"",1,"",1,""
14761,2021Q4,S08000029,"",S08000029,Colorectal,"",44,"",44,""
14762,2021Q4,S08000030,"",S08000030,Colorectal,"",38,"",33,""
14763,2021Q4,S08000031,"",S08000031,Colorectal,"",154,"",81,""
14764,2021Q4,S08000031,"",SB0801,Colorectal,"",1,"",1,""
14765,2021Q4,S08000032,"",S08000031,Colorectal,"",4,"",1,""
14766,2021Q4,S08000032,"",S08000032,Colorectal,"",96,"",66,""
14767,2021Q4,S92000003,d,S08000015,Colorectal,"",38,"",34,""
14768,2021Q4,S92000003,d,S08000016,Colorectal,"",21,"",19,""
14769,2021Q4,S92000003,d,S08000017,Colorectal,"",17,"",12,""
14770,2021Q4,S92000003,d,S08000019,Colorectal,"",33,"",22,""
14771,2021Q4,S92000003,d,S08000020,Colorectal,"",75,"",41,""
14772,2021Q4,S92000003,d,S08000022,Colorectal,"",54,"",44,""
14773,2021Q4,S92000003,d,S08000024,Colorectal,"",120,"",89,""
14774,2021Q4,S92000003,d,S08000025,Colorectal,"",1,"",0,""
14775,2021Q4,S92000003,d,S08000026,Colorectal,"",1,"",1,""
14776,2021Q4,S92000003,d,S08000028,Colorectal,"",5,"",4,""
14777,2021Q4,S92000003,d,S08000029,Colorectal,"",44,"",44,""
14778,2021Q4,S92000003,d,S08000030,Colorectal,"",38,"",33,""
14779,2021Q4,S92000003,d,S08000031,Colorectal,"",169,"",85,""
14780,2021Q4,S92000003,d,S08000032,Colorectal,"",96,"",66,""
14781,2021Q4,S92000003,d,SB0801,Colorectal,"",3,"",2,""
14782,2021Q4,S08000015,"",S08000015,Head & Neck,"",4,"",2,""
14783,2021Q4,S08000015,"",S08000031,Head & Neck,"",3,"",1,""
14784,2021Q4,S08000016,"",S08000024,Head & Neck,"",3,"",3,""
14785,2021Q4,S08000017,"",S08000024,Head & Neck,"",2,"",2,""
14786,2021Q4,S08000017,"",S08000031,Head & Neck,"",2,"",1,""
14787,2021Q4,S08000019,"",S08000019,Head & Neck,"",2,"",1,""
14788,2021Q4,S08000019,"",S08000031,Head & Neck,"",4,"",3,""
14789,2021Q4,S08000019,"",S08000032,Head & Neck,"",3,"",3,""
14790,2021Q4,S08000020,"",S08000020,Head & Neck,"",8,"",8,""
14791,2021Q4,S08000022,"",S08000022,Head & Neck,"",9,"",8,""
14792,2021Q4,S08000022,"",S08000030,Head & Neck,"",1,"",1,""
14793,2021Q4,S08000024,"",S08000024,Head & Neck,"",24,"",21,""
14794,2021Q4,S08000026,"",S08000020,Head & Neck,"",1,"",1,""
14795,2021Q4,S08000029,"",S08000024,Head & Neck,"",4,"",3,""
14796,2021Q4,S08000029,"",S08000030,Head & Neck,"",6,"",4,""
14797,2021Q4,S08000030,"",S08000030,Head & Neck,"",5,"",4,""
14798,2021Q4,S08000031,"",S08000031,Head & Neck,"",48,"",34,""
14799,2021Q4,S08000032,"",S08000031,Head & Neck,"",9,"",8,""
14800,2021Q4,S08000032,"",S08000032,Head & Neck,"",6,"",6,""
14801,2021Q4,S92000003,d,S08000015,Head & Neck,"",4,"",2,""
14802,2021Q4,S92000003,d,S08000019,Head & Neck,"",2,"",1,""
14803,2021Q4,S92000003,d,S08000020,Head & Neck,"",9,"",9,""
14804,2021Q4,S92000003,d,S08000022,Head & Neck,"",9,"",8,""
14805,2021Q4,S92000003,d,S08000024,Head & Neck,"",33,"",29,""
14806,2021Q4,S92000003,d,S08000030,Head & Neck,"",12,"",9,""
14807,2021Q4,S92000003,d,S08000031,Head & Neck,"",66,"",47,""
14808,2021Q4,S92000003,d,S08000032,Head & Neck,"",9,"",9,""
14809,2021Q4,S08000015,"",S08000015,Lung,"",30,"",30,""
14810,2021Q4,S08000015,"",S08000031,Lung,"",11,"",11,""
14811,2021Q4,S08000016,"",S08000016,Lung,"",6,"",6,""
14812,2021Q4,S08000016,"",S08000024,Lung,"",2,"",2,""
14813,2021Q4,S08000017,"",S08000017,Lung,"",14,"",14,""
14814,2021Q4,S08000017,"",S08000024,Lung,"",3,"",3,""
14815,2021Q4,S08000017,"",SB0801,Lung,"",4,"",4,""
14816,2021Q4,S08000019,"",S08000019,Lung,"",39,"",36,""
14817,2021Q4,S08000019,"",S08000031,Lung,"",8,"",3,""
14818,2021Q4,S08000019,"",SB0801,Lung,"",4,"",0,""
14819,2021Q4,S08000020,"",S08000020,Lung,"",43,"",33,""
14820,2021Q4,S08000022,"",S08000022,Lung,"",30,"",27,""
14821,2021Q4,S08000022,"",SB0801,Lung,"",3,"",3,""
14822,2021Q4,S08000024,"",S08000024,Lung,"",72,"",68,""
14823,2021Q4,S08000026,"",S08000026,Lung,"",2,"",2,""
14824,2021Q4,S08000028,"",S08000022,Lung,"",5,"",5,""
14825,2021Q4,S08000028,"",S08000028,Lung,"",4,"",4,""
14826,2021Q4,S08000029,"",S08000024,Lung,"",14,"",10,""
14827,2021Q4,S08000029,"",S08000029,Lung,"",20,"",19,""
14828,2021Q4,S08000030,"",S08000020,Lung,"",2,"",2,""
14829,2021Q4,S08000030,"",S08000024,Lung,"",2,"",2,""
14830,2021Q4,S08000030,"",S08000030,Lung,"",36,"",33,""
14831,2021Q4,S08000031,"",S08000015,Lung,"",1,"",1,""
14832,2021Q4,S08000031,"",S08000031,Lung,"",137,"",104,""
14833,2021Q4,S08000031,"",SB0801,Lung,"",26,"",13,""
14834,2021Q4,S08000032,"",S08000031,Lung,"",9,"",8,""
14835,2021Q4,S08000032,"",S08000032,Lung,"",41,"",41,""
14836,2021Q4,S08000032,"",SB0801,Lung,"",3,"",3,""
14837,2021Q4,S92000003,d,S08000015,Lung,"",31,"",31,""
14838,2021Q4,S92000003,d,S08000016,Lung,"",6,"",6,""
14839,2021Q4,S92000003,d,S08000017,Lung,"",14,"",14,""
14840,2021Q4,S92000003,d,S08000019,Lung,"",39,"",36,""
14841,2021Q4,S92000003,d,S08000020,Lung,"",45,"",35,""
14842,2021Q4,S92000003,d,S08000022,Lung,"",35,"",32,""
14843,2021Q4,S92000003,d,S08000024,Lung,"",93,"",85,""
14844,2021Q4,S92000003,d,S08000026,Lung,"",2,"",2,""
14845,2021Q4,S92000003,d,S08000028,Lung,"",4,"",4,""
14846,2021Q4,S92000003,d,S08000029,Lung,"",20,"",19,""
14847,2021Q4,S92000003,d,S08000030,Lung,"",36,"",33,""
14848,2021Q4,S92000003,d,S08000031,Lung,"",165,"",126,""
14849,2021Q4,S92000003,d,S08000032,Lung,"",41,"",41,""
14850,2021Q4,S92000003,d,SB0801,Lung,"",40,"",23,""
14851,2021Q4,S08000015,"",S08000015,Lymphoma,"",4,"",3,""
14852,2021Q4,S08000016,"",S08000016,Lymphoma,"",1,"",1,""
14853,2021Q4,S08000017,"",S08000017,Lymphoma,"",1,"",1,""
14854,2021Q4,S08000019,"",S08000019,Lymphoma,"",7,"",6,""
14855,2021Q4,S08000020,"",S08000020,Lymphoma,"",11,"",6,""
14856,2021Q4,S08000020,"",S08000025,Lymphoma,"",1,"",1,""
14857,2021Q4,S08000022,"",S08000022,Lymphoma,"",5,"",5,""
14858,2021Q4,S08000024,"",S08000024,Lymphoma,"",10,"",9,""
14859,2021Q4,S08000029,"",S08000029,Lymphoma,"",6,"",5,""
14860,2021Q4,S08000031,"",S08000031,Lymphoma,"",28,"",24,""
14861,2021Q4,S08000032,"",S08000031,Lymphoma,"",1,"",0,""
14862,2021Q4,S08000032,"",S08000032,Lymphoma,"",9,"",9,""
14863,2021Q4,S92000003,d,S08000015,Lymphoma,"",4,"",3,""
14864,2021Q4,S92000003,d,S08000016,Lymphoma,"",1,"",1,""
14865,2021Q4,S92000003,d,S08000017,Lymphoma,"",1,"",1,""
14866,2021Q4,S92000003,d,S08000019,Lymphoma,"",7,"",6,""
14867,2021Q4,S92000003,d,S08000020,Lymphoma,"",11,"",6,""
14868,2021Q4,S92000003,d,S08000022,Lymphoma,"",5,"",5,""
14869,2021Q4,S92000003,d,S08000024,Lymphoma,"",10,"",9,""
14870,2021Q4,S92000003,d,S08000025,Lymphoma,"",1,"",1,""
14871,2021Q4,S92000003,d,S08000029,Lymphoma,"",6,"",5,""
14872,2021Q4,S92000003,d,S08000031,Lymphoma,"",29,"",24,""
14873,2021Q4,S92000003,d,S08000032,Lymphoma,"",9,"",9,""
14874,2021Q4,S08000015,"",S08000015,Melanoma,"",10,"",9,""
14875,2021Q4,S08000015,"",S08000031,Melanoma,"",1,"",0,""
14876,2021Q4,S08000016,"",S08000016,Melanoma,"",4,"",4,""
14877,2021Q4,S08000016,"",S08000024,Melanoma,"",1,"",1,""
14878,2021Q4,S08000017,"",S08000017,Melanoma,"",6,"",6,""
14879,2021Q4,S08000019,"",S08000019,Melanoma,"",26,"",19,""
14880,2021Q4,S08000019,"",S08000031,Melanoma,"",1,"",1,""
14881,2021Q4,S08000020,"",S08000020,Melanoma,"",18,"",14,""
14882,2021Q4,S08000022,"",S08000022,Melanoma,"",14,"",11,""
14883,2021Q4,S08000022,"",S08000031,Melanoma,"",1,"",1,""
14884,2021Q4,S08000024,"",S08000024,Melanoma,"",28,"",23,""
14885,2021Q4,S08000025,"",S08000025,Melanoma,"",1,"",1,""
14886,2021Q4,S08000029,"",S08000029,Melanoma,"",5,"",5,""
14887,2021Q4,S08000030,"",S08000030,Melanoma,"",10,"",10,""
14888,2021Q4,S08000031,"",S08000031,Melanoma,"",65,"",62,""
14889,2021Q4,S08000032,"",S08000032,Melanoma,"",32,"",32,""
14890,2021Q4,S92000003,d,S08000015,Melanoma,"",10,"",9,""
14891,2021Q4,S92000003,d,S08000016,Melanoma,"",4,"",4,""
14892,2021Q4,S92000003,d,S08000017,Melanoma,"",6,"",6,""
14893,2021Q4,S92000003,d,S08000019,Melanoma,"",26,"",19,""
14894,2021Q4,S92000003,d,S08000020,Melanoma,"",18,"",14,""
14895,2021Q4,S92000003,d,S08000022,Melanoma,"",14,"",11,""
14896,2021Q4,S92000003,d,S08000024,Melanoma,"",29,"",24,""
14897,2021Q4,S92000003,d,S08000025,Melanoma,"",1,"",1,""
14898,2021Q4,S92000003,d,S08000029,Melanoma,"",5,"",5,""
14899,2021Q4,S92000003,d,S08000030,Melanoma,"",10,"",10,""
14900,2021Q4,S92000003,d,S08000031,Melanoma,"",68,"",64,""
14901,2021Q4,S92000003,d,S08000032,Melanoma,"",32,"",32,""
14902,2021Q4,S08000015,"",S08000015,Ovarian,"",3,"",3,""
14903,2021Q4,S08000015,"",S08000031,Ovarian,"",4,"",3,""
14904,2021Q4,S08000016,"",S08000016,Ovarian,"",1,"",1,""
14905,2021Q4,S08000016,"",S08000024,Ovarian,"",1,"",1,""
14906,2021Q4,S08000017,"",S08000017,Ovarian,"",2,"",2,""
14907,2021Q4,S08000017,"",S08000024,Ovarian,"",1,"",1,""
14908,2021Q4,S08000019,"",S08000019,Ovarian,"",3,"",2,""
14909,2021Q4,S08000019,"",S08000031,Ovarian,"",2,"",2,""
14910,2021Q4,S08000020,"",S08000020,Ovarian,"",6,"",6,""
14911,2021Q4,S08000022,"",S08000020,Ovarian,"",2,"",2,""
14912,2021Q4,S08000022,"",S08000022,Ovarian,"",6,"",5,""
14913,2021Q4,S08000024,"",S08000024,Ovarian,"",8,"",8,""
14914,2021Q4,S08000028,"",S08000031,Ovarian,"",1,"",1,""
14915,2021Q4,S08000029,"",S08000029,Ovarian,"",4,"",4,""
14916,2021Q4,S08000030,"",S08000030,Ovarian,"",2,"",1,""
14917,2021Q4,S08000031,"",S08000031,Ovarian,"",22,"",18,""
14918,2021Q4,S08000032,"",S08000031,Ovarian,"",6,"",6,""
14919,2021Q4,S08000032,"",S08000032,Ovarian,"",2,"",2,""
14920,2021Q4,S92000003,d,S08000015,Ovarian,"",3,"",3,""
14921,2021Q4,S92000003,d,S08000016,Ovarian,"",1,"",1,""
14922,2021Q4,S92000003,d,S08000017,Ovarian,"",2,"",2,""
14923,2021Q4,S92000003,d,S08000019,Ovarian,"",3,"",2,""
14924,2021Q4,S92000003,d,S08000020,Ovarian,"",8,"",8,""
14925,2021Q4,S92000003,d,S08000022,Ovarian,"",6,"",5,""
14926,2021Q4,S92000003,d,S08000024,Ovarian,"",10,"",10,""
14927,2021Q4,S92000003,d,S08000029,Ovarian,"",4,"",4,""
14928,2021Q4,S92000003,d,S08000030,Ovarian,"",2,"",1,""
14929,2021Q4,S92000003,d,S08000031,Ovarian,"",35,"",30,""
14930,2021Q4,S92000003,d,S08000032,Ovarian,"",2,"",2,""
14931,2021Q4,S08000015,"",S08000015,Upper GI,"",13,"",10,""
14932,2021Q4,S08000015,"",S08000031,Upper GI,"",2,"",0,""
14933,2021Q4,S08000016,"",S08000016,Upper GI,"",9,"",9,""
14934,2021Q4,S08000016,"",S08000024,Upper GI,"",3,"",3,""
14935,2021Q4,S08000017,"",S08000017,Upper GI,"",14,"",14,""
14936,2021Q4,S08000017,"",S08000024,Upper GI,"",5,"",4,""
14937,2021Q4,S08000019,"",S08000019,Upper GI,"",18,"",18,""
14938,2021Q4,S08000019,"",S08000024,Upper GI,"",2,"",2,""
14939,2021Q4,S08000019,"",S08000031,Upper GI,"",5,"",2,""
14940,2021Q4,S08000020,"",S08000020,Upper GI,"",48,"",48,""
14941,2021Q4,S08000022,"",S08000022,Upper GI,"",27,"",23,""
14942,2021Q4,S08000022,"",S08000031,Upper GI,"",1,"",1,""
14943,2021Q4,S08000024,"",S08000024,Upper GI,"",64,"",58,""
14944,2021Q4,S08000024,"",S08000032,Upper GI,"",2,"",2,""
14945,2021Q4,S08000025,"",S08000020,Upper GI,"",1,"",1,""
14946,2021Q4,S08000025,"",S08000025,Upper GI,"",2,"",2,""
